,user_location,date,text,hashtags,source
1762,Pearl of Africa to the 🌍,2022-08-19 10:46:05+00:00,"@winfredjaan @opm @PaulOmara19 @opmdpm @OPMUganda @Parliament_Ug @NipnOpm @WorldVision @WorldVisionUg It's very important to think of a long lasting solution to hunger in #Karamoja, food is extended to them at this time yes.. but how can we help people have a sustainable food security after this?
#ItTakesAVillage
#WorldHumanitarianDay 
#ItTakesAWorld
#Hunger",,Twitter for Android
1763,,2022-08-19 10:45:49+00:00,RT @MeshachAkol: @winfredjaan @opm @PaulOmara19 @opmdpm @OPMUganda @Parliament_Ug @NipnOpm @WorldVision @WorldVisionUg Reinforce and scale-…,,Twitter for Android
1764,,2022-08-19 10:45:37+00:00,RT @winfredjaan: Qn3. Government through @OPM has responded to the #Karamoja #hunger crisis with a ugx 135 billion budget towards relief co…,"['Karamoja', 'hunger']",Twitter for Android
1765,"Kampala, Uganda",2022-08-19 10:45:15+00:00,"Government must deliberately act to prevent massive loss of life and protect children from life-long lasting negative consequences of #hunger
@WorldVisionUg  @HungerProject 
#WorldHumanitarianDay",,Twitter for Android
1766,"Kampala, Uganda",2022-08-19 10:45:14+00:00,"In my view, the rights and needs of children must be prioritised in the response to this #Karamoja #Hunger crisis.
The #hunger response must be grounded in children’s needs and aspirations.
@WorldVisionUg @OPMUganda
@HungerProject 
#WorldHumanitarianDay  #ItTakesAVillage https://t.co/Jdr2x5FYbx","['Karamoja', 'Hunger']",Twitter for Android
1767,Pearl of Africa to the 🌍,2022-08-19 10:43:40+00:00,"RT @nanyonjolynnet: During the #hunger crisis, girls are at particular risk of school drop-out, sexual exploitation and childlabour that's…",['hunger'],Twitter for Android
1768,Pearl of Africa to the 🌍,2022-08-19 10:43:35+00:00,"RT @nanyonjolynnet: The #Hunger crisis affects Children who are food insecure and are more likely to require hospitalization , they are at…",['Hunger'],Twitter for Android
1769,Pearl of Africa to the 🌍,2022-08-19 10:43:27+00:00,"RT @winfredjaan: No doubt, imagine how bad the impact can be on children who are under going brain development. This #Hunger crisis in #Kar…",['Hunger'],Twitter for Android
1770,"Kampala, Uganda",2022-08-19 10:41:20+00:00,RT @MeshachAkol: @winfredjaan @opm @PaulOmara19 @opmdpm @OPMUganda @Parliament_Ug @NipnOpm @WorldVision @WorldVisionUg Reinforce and scale-…,,Twitter for Android
1771,"Kampala, Uganda",2022-08-19 10:41:15+00:00,RT @winfredjaan: Qn3. Government through @OPM has responded to the #Karamoja #hunger crisis with a ugx 135 billion budget towards relief co…,"['Karamoja', 'hunger']",Twitter for Android
1772,,2022-08-19 10:36:12+00:00,"@winfredjaan @opm @PaulOmara19 @opmdpm @OPMUganda @Parliament_Ug @NipnOpm @WorldVision @WorldVisionUg Reinforce and scale-up child-sensitive, shock responsive, and gender transformative social protection and income support measures during the #Karamoja #hunger response",,Twitter for Android
1773,Kampala,2022-08-19 10:35:48+00:00,"RT @winfredjaan: Oh yes, the #Karamoja #hunger crisis response should prioritise and target the most vulnerable @i_kagoya @WorldVisionUg #I…","['Karamoja', 'hunger']",Twitter Web App
1774,Kampala,2022-08-19 10:35:39+00:00,RT @winfredjaan: Qn3. Government through @OPM has responded to the #Karamoja #hunger crisis with a ugx 135 billion budget towards relief co…,"['Karamoja', 'hunger']",Twitter Web App
1775,"Kampala, Uganda",2022-08-19 10:34:20+00:00,"RT @nanyonjolynnet: Reinforce and scale-up child-sensitive, shock responsive, and gender transformative social protection and income suppor…",,Twitter for Android
1776,"Kampala, Uganda",2022-08-19 10:33:24+00:00,RT @winfredjaan: Qn2: Children are among those who are most affected by the #Karamoja #hunger crisis. What are some of those child protecti…,"['Karamoja', 'hunger']",Twitter for Android
1777,Newcastle upon Tyne,2022-08-19 10:31:49+00:00,From Chroniclelive - looking at how to use #data to tackle #hunger:   @chroniclelive @KatieJDickinson #FoodPoverty #CostOfLivingCrisis https://t.co/ew2Nro022o,"['data', 'hunger', 'FoodPoverty']",LinkedIn
1778,Kampala,2022-08-19 10:30:24+00:00,"RT @nanyonjolynnet: The #Hunger crisis affects Children who are food insecure and are more likely to require hospitalization , they are at…",['Hunger'],Twitter Web App
1779,Kampala,2022-08-19 10:30:18+00:00,"RT @nanyonjolynnet: During the #hunger crisis, girls are at particular risk of school drop-out, sexual exploitation and childlabour that's…",['hunger'],Twitter Web App
1780,,2022-08-19 10:29:20+00:00,"During the #hunger crisis, girls are at particular risk of school drop-out, sexual exploitation and childlabour that's how they are sold off for pennies  to come work as maids to fend for their families back home. #ItTakesAWorld #ItTakesAVillage #WorldHumanitarianDay https://t.co/yZ2KFIvZHz",['hunger'],Twitter for Android
1781,"Kampala, Uganda",2022-08-19 10:29:14+00:00,Qn3. Government through @OPM has responded to the #Karamoja #hunger crisis with a ugx 135 billion budget towards relief consecutively for the next 3 months. @PaulOmara19 What are some of the priorities @opmdpm @OPMUganda should invest in? #ItTakesAVillage #WorldHumanitarianDay https://t.co/VqG3oNvfoc,"['Karamoja', 'hunger']",Twitter for Android
1782,,2022-08-19 10:21:47+00:00,"The #Hunger crisis affects Children who are food insecure and are more likely to require hospitalization , they are at a higher risk of chronic health conditions and also have frequent oral health problems.
#WorldHumanitarianDay 
#ItTakesAVillage 
#ItTakesAWorld https://t.co/r8zLmmdNel",['Hunger'],Twitter for Android
1783,"Nairobi, Kenya",2022-08-19 10:19:33+00:00,"RT @NutriProduce: #Food crisis occurs when rates of #hunger and multinutrition rise sharply at #local, #nutritional and #global levels.
~ D…","['Food', 'hunger', 'local', 'nutritional', 'global']",Twitter for Android
1784,Kampala,2022-08-19 10:19:15+00:00,"RT @namakulamayi: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human rights.

#WorldHumanita…",,Twitter Web App
1785,,2022-08-19 10:17:42+00:00,"RT @namakulamayi: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human rights.

#WorldHumanita…",,Twitter for Android
1786,,2022-08-19 10:14:14+00:00,"@WorldVisionUg @HungerProject @JFUganda @FAO @WorldVision @Right2Grow_UG @foodalliance @WorldVisionEARO #hunger crisis is a protection crisis. Food insecurity erodes families’ health, livelihoods and resilience",['hunger'],Twitter for Android
1787,"Kampala, Uganda",2022-08-19 10:12:32+00:00,"Oh yes, the #Karamoja #hunger crisis response should prioritise and target the most vulnerable @i_kagoya @WorldVisionUg #ItTakesAVillage #WorldHumanitarianDay https://t.co/6NMyR0c8Zx","['Karamoja', 'hunger']",Twitter for Android
1788,Kampala_Uganda,2022-08-19 10:11:07+00:00,#Hunger threatens child survival and protection and increasing the risk of severe and acute malnutrition @Right2Grow_UG #karamoja @GeraldKato8 @Right2Grow_org @HungerProject https://t.co/195qXcFrgQ,['Hunger'],Twitter for iPhone
1789,Kampala,2022-08-19 10:09:52+00:00,"RT @winfredjaan: Qn1. The prolonged drought among other factors has led to high levels of famine in the #Karamoja region, what are some of…",['Karamoja'],Twitter Web App
1790,Kampala,2022-08-19 10:09:39+00:00,RT @LynnMubiru: @winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG The #Hunger crisis affects Children who are food insec…,['Hunger'],Twitter Web App
1791,Kampala,2022-08-19 10:09:31+00:00,RT @winfredjaan: Qn2: Children are among those who are most affected by the #Karamoja #hunger crisis. What are some of those child protecti…,"['Karamoja', 'hunger']",Twitter Web App
1792,Kampala,2022-08-19 10:09:25+00:00,"RT @winfredjaan: No doubt, children are already experiencing profound consequences of this disaster #ItTakesAVillage #WorldhumanitarianDay2…",['ItTakesAVillage'],Twitter Web App
1793,+256 Ug@NdA,2022-08-19 10:09:14+00:00,"RT @winfredjaan: Qn1. The prolonged drought among other factors has led to high levels of famine in the #Karamoja region, what are some of…",['Karamoja'],Twitter for iPhone
1794,Kampala,2022-08-19 10:09:09+00:00,"RT @winfredjaan: No doubt, imagine how bad the impact can be on children who are under going brain development. This #Hunger crisis in #Kar…",['Hunger'],Twitter Web App
1795,"Wylie, TX",2022-08-19 10:09:06+00:00,"Partner with us to feed the starving in Ethiopia. You can provide food for a family for only $60 a month. You can bring life-giving food to a needy family. Check out our blog. https://t.co/7xbim6K9RZ

 #africa #children #hunger #help #crisis #feedthepoor https://t.co/rMMRlakrhS",,Adobe Express
1796,+256 Ug@NdA,2022-08-19 10:08:50+00:00,RT @winfredjaan: Qn2: Children are among those who are most affected by the #Karamoja #hunger crisis. What are some of those child protecti…,"['Karamoja', 'hunger']",Twitter for iPhone
1797,"Kampala, Uganda",2022-08-19 10:08:15+00:00,"No doubt, imagine how bad the impact can be on children who are under going brain development. This #Hunger crisis in #Karamoja must be given the attention it deserves. #ItTakesAVillage #WorldHumanitarianDay https://t.co/y0kKUkncND",['Hunger'],Twitter for Android
1798,Kampala Uganda,2022-08-19 10:07:04+00:00,RT @nanyonjolynnet: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human Rights.Many countries…,,Twitter for iPhone
1799,,2022-08-19 10:06:13+00:00,RT @nanyonjolynnet: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human Rights.Many countries…,,Twitter for Android
1800,"Kampala, Uganda",2022-08-19 10:03:15+00:00,RT @nanyonjolynnet: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human Rights.Many countries…,,Twitter for iPhone
1801,"Kampala, Uganda",2022-08-19 10:02:42+00:00,"No doubt, children are already experiencing profound consequences of this disaster #ItTakesAVillage #WorldhumanitarianDay2022 #karamoja #hunger @JFUganda @WorldVision @WorldVisionUg https://t.co/TWXETKubzH",['ItTakesAVillage'],Twitter for Android
1802,Kampala,2022-08-19 10:02:35+00:00,RT @nanyonjolynnet: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human Rights.Many countries…,,Twitter Web App
1803,Kampala,2022-08-19 10:02:08+00:00,RT @nanyonjolynnet: As we celebrate the world humanitarian days .. join the  conversation talking about the hunger crisis in karamoja and r…,,Twitter Web App
1804,,2022-08-19 10:01:26+00:00,"Reinforce and scale-up child-sensitive, shock responsive, and gender transformative social protection and income support measures during the #Karamoja #hunger response #ItTakesAWorld #ItTakesAVillage #WorldHumanitarianDay  @WorldVisionUg @HungerProject @OPMUganda https://t.co/ifkEsb5iU7",,Twitter for Android
1805,Pearl of Africa to the 🌍,2022-08-19 09:59:44+00:00,"@BMusasizi @winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG Many people tend to loose their minds when hunger strikes. It's never easy to have a peace of mind when hungry.
#WorldHumanitarianDay 
#ItTakesAVillage 
#ItTakesAWorld
#Hunger",,Twitter for Android
1806,,2022-08-19 09:58:24+00:00,RT @winfredjaan: Qn2: Children are among those who are most affected by the #Karamoja #hunger crisis. What are some of those child protecti…,"['Karamoja', 'hunger']",Twitter for iPhone
1807,Nakasero Kampala,2022-08-19 09:58:20+00:00,"RT @LynnMubiru: Children are often hit disproportionately by #hunger and nutrition crises, both in the short and long term.
#WorldHumanitar…",['hunger'],Twitter for iPhone
1808,Nakasero Kampala,2022-08-19 09:58:17+00:00,"RT @nanyonjolynnet: During the #hunger crisis, girls are at particular risk of child, early and forced marriage, early pregnancy, school dr…",['hunger'],Twitter for iPhone
1809,,2022-08-19 09:58:01+00:00,"Today is #WorldHumanitarianDay! Today, people of the world face #conflict, #climatechange, pandemics, #hunger, displacement... Yet there is a group of people who never give up on easing suffering &amp; bringing hope – they are #humanitarians. #ItTakesAVillage

https://t.co/sxJSzJYfEp https://t.co/azOUy0bdAP","['WorldHumanitarianDay', 'conflict', 'climatechange', 'hunger']",Buffer
1810,Pearl of Africa to the 🌍,2022-08-19 09:57:53+00:00,"RT @nanyonjolynnet: @LynnMubiru @winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG During the #hunger crisis, girls are a…",['hunger'],Twitter for Android
1811,Pearl of Africa to the 🌍,2022-08-19 09:57:47+00:00,RT @namakulamayi: @winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG A prolonged drought in #Karamonja means more #hunger…,"['Karamonja', 'hunger']",Twitter for Android
1812,Pearl of Africa to the 🌍,2022-08-19 09:57:39+00:00,"@winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG A prolonged drought in #Karamonja means more #hunger which will lead to an increased risk of severe and acute malnutrition in children hence affecting their growth.

#ItTakesAVillage
#ItTakesAWorld
#WorldHumanitarianDay 
#Hunger",['Karamonja'],Twitter for Android
1813,Nakasero Kampala,2022-08-19 09:57:22+00:00,"RT @winfredjaan: Qn1. The prolonged drought among other factors has led to high levels of famine in the #Karamoja region, what are some of…",['Karamoja'],Twitter for iPhone
1814,"Kampala, Uganda",2022-08-19 09:57:10+00:00,Qn2: Children are among those who are most affected by the #Karamoja #hunger crisis. What are some of those child protection issues children could be facing during this disaster? #WorldHumanitarianDay #ItTakesAVillage https://t.co/TxfalbKhTf,"['Karamoja', 'hunger']",Twitter for Android
1815,The Pearl of Africa 🇺🇬,2022-08-19 09:53:36+00:00,"RT @namakulamayi: With how things are in Karamoja, our leaders need to thing about annual food reserves to cater for such atrocities like #…",,Twitter for Android
1816,Pearl of Africa to the 🌍,2022-08-19 09:52:18+00:00,"RT @winfredjaan: Qn1. The prolonged drought among other factors has led to high levels of famine in the #Karamoja region, what are some of…",['Karamoja'],Twitter for Android
1817,,2022-08-19 09:52:16+00:00,"RT @nanyonjolynnet: @LynnMubiru @winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG During the #hunger crisis, girls are a…",['hunger'],Twitter for iPhone
1818,Pearl of Africa to the 🌍,2022-08-19 09:52:05+00:00,RT @LynnMubiru: @winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG The #Hunger crisis affects Children who are food insec…,['Hunger'],Twitter for Android
1819,Uganda ,2022-08-19 09:51:50+00:00,RT @LynnMubiru: @winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG The #Hunger crisis affects Children who are food insec…,['Hunger'],Twitter for iPhone
1820,,2022-08-19 09:51:42+00:00,"@LynnMubiru @winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG During the #hunger crisis, girls are at particular risk of child, early and forced marriage, early pregnancy, school drop-out, sexual exploitation and abuse #ItTakesAWorld #ItTakesAVillage #WorldHumanitarianDay @WorldVisionUg @OPMUganda @HungerProject",['hunger'],Twitter for Android
1821,"Kampala, Uganda",2022-08-19 09:50:17+00:00,RT @LynnMubiru: @winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG The #Hunger crisis affects Children who are food insec…,['Hunger'],Twitter for Android
1822,"Kampala, Uganda",2022-08-19 09:49:40+00:00,"Food insecurity can create and exacerbate child protection risks such as family separation, child labour, psychological distress, and neglect. 
@WorldVisionUg @OPMUganda
#ItTakesAVillage  #Karamoja #Hunger https://t.co/vnq6H4NtpY",,Twitter for Android
1823,"Kampala, Uganda",2022-08-19 09:48:12+00:00,RT @LynnMubiru: @winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG The #Hunger crisis affects Children who are food insec…,['Hunger'],Twitter for Android
1824,Pearl of Africa to the 🌍,2022-08-19 09:47:27+00:00,"RT @nanyonjolynnet: During the #hunger crisis, girls are at particular risk of child, early and forced marriage, early pregnancy, school dr…",['hunger'],Twitter for Android
1825,,2022-08-19 09:47:25+00:00,"@winfredjaan @PaulOmara19 @MeshachAkol @WorldVisionUg @Right2Grow_UG The #Hunger crisis affects Children who are food insecure and are more likely to require hospitalization , they are at a higher risk of chronic health conditions and also have frequent oral health problems.
#WorldHumanitarianDay 
#ItTakesAVillage 
#ItTakesAWorld",['Hunger'],Twitter for iPhone
1826,"Kampala, Uganda",2022-08-19 09:46:53+00:00,"RT @nanyonjolynnet: During the #hunger crisis, girls are at particular risk of child, early and forced marriage, early pregnancy, school dr…",['hunger'],Twitter for Android
1827,,2022-08-19 09:46:29+00:00,"During the #hunger crisis, girls are at particular risk of child, early and forced marriage, early pregnancy, school drop-out, sexual exploitation and abuse #ItTakesAWorld #Karamoja #Hunger #WorldHumanitarianDay https://t.co/MxdHtwg41Y",['hunger'],Twitter for Android
1828,Pearl of Africa to the 🌍,2022-08-19 09:45:38+00:00,RT @nanyonjolynnet: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human Rights.Many countries…,,Twitter for Android
1829,"Bruxelles, Chicago, Warszawa",2022-08-19 09:44:41+00:00,"RT @NatureFoodJnl: August issue: #Foodsecurity after #nuclear war, #microbiome solutions in #foodsystems, voluntary actions by #industry fo…","['Foodsecurity', 'nuclear', 'microbiome', 'foodsystems', 'industry']",Twitter for iPhone
1830,,2022-08-19 09:44:23+00:00,"Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human Rights.Many countries across the world are experiencing severe hunger and Uganda's Karamoja region is one of the hit the most.
#WorldHumanitarianDay  #Karamoja #Hunger #ItTakesAWorld https://t.co/hHukkiFDTQ",,Twitter for Android
1831,The Pearl of Africa 🇺🇬,2022-08-19 09:43:57+00:00,RT @namakulamayi: Join the conversation with @WorldVisionUg @HungerProject @Right2Grow &amp; other Partners  today as we mend preventive massiv…,,Twitter for Android
1832,"Kampala, Uganda",2022-08-19 09:43:02+00:00,"RT @winfredjaan: Qn1. The prolonged drought among other factors has led to high levels of famine in the #Karamoja region, what are some of…",['Karamoja'],Twitter for Android
1833,"Wakiso, Uganda",2022-08-19 09:42:54+00:00,"RT @namakulamayi: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human rights.

#WorldHumanita…",,Twitter for Android
1834,"Wakiso, Uganda",2022-08-19 09:42:45+00:00,"RT @namakulamayi: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human rights.

#WorldHumanita…",,Twitter for Android
1835,"Wakiso, Uganda",2022-08-19 09:42:40+00:00,"RT @namakulamayi: With how things are in Karamoja, our leaders need to thing about annual food reserves to cater for such atrocities like #…",,Twitter for Android
1836,"Wakiso, Uganda",2022-08-19 09:42:34+00:00,RT @namakulamayi: Join the conversation with @WorldVisionUg @HungerProject @Right2Grow &amp; other Partners  today as we mend preventive massiv…,,Twitter for Android
1837,,2022-08-19 09:42:17+00:00,RT @nanyonjolynnet: As we celebrate the world humanitarian days .. join the  conversation talking about the hunger crisis in karamoja and r…,,Twitter for iPhone
1838,"Kampala, Uganda",2022-08-19 09:41:36+00:00,"RT @namakulamayi: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human rights.

#WorldHumanita…",,Twitter for Android
1839,"Kampala, Uganda",2022-08-19 09:41:32+00:00,"RT @namakulamayi: With how things are in Karamoja, our leaders need to thing about annual food reserves to cater for such atrocities like #…",,Twitter for Android
1840,,2022-08-19 09:40:53+00:00,"RT @winfredjaan: Qn1. The prolonged drought among other factors has led to high levels of famine in the #Karamoja region, what are some of…",['Karamoja'],Twitter for iPhone
1841,"Kampala, Uganda",2022-08-19 09:40:38+00:00,RT @namakulamayi: Join the conversation with @WorldVisionUg @HungerProject @Right2Grow &amp; other Partners  today as we mend preventive massiv…,,Twitter for Android
1842,"Kampala, Uganda",2022-08-19 09:38:55+00:00,"Qn1. The prolonged drought among other factors has led to high levels of famine in the #Karamoja region, what are some of the effects this #hunger crisis? https://t.co/4GOsW1mfiI",['Karamoja'],Twitter for Android
1843,Pearl of Africa to the 🌍,2022-08-19 09:38:40+00:00,RT @nanyonjolynnet: As we celebrate the world humanitarian days .. join the  conversation talking about the hunger crisis in karamoja and r…,,Twitter for Android
1844,,2022-08-19 09:37:48+00:00,"As we celebrate the world humanitarian days .. join the  conversation talking about the hunger crisis in karamoja and response given and needed for this humanitarian cause. 
#WorldHumanitarianDay  #Karamoja #Hunger #ItTakesAWorld https://t.co/n09OdKgejH",,Twitter for Android
1845,,2022-08-19 09:36:37+00:00,"This £14 million from @FCDOGovUK is much needed, when &gt;25 million people in East Africa face crisis levels of #hunger. A no-regrets investment now in #humanitarianassistance will save lives &amp; reduce needs from escalating. Donors must also do more to tackle the root causes. https://t.co/oYxyfJ2eZS",,Twitter Web App
1846,"Kampala, Uganda",2022-08-19 09:32:17+00:00,One minute to go!!! Let is join the discussion on the impact of the #karamoja #hunger crisis on children #WorldHumanitarianDay https://t.co/vl2BDYjrRS,"['karamoja', 'hunger']",Twitter for Android
1847,Pearl of Africa to the 🌍,2022-08-19 09:32:05+00:00,RT @nanyonjolynnet: The world is facing a #hunger and nutrition crisis of unprecedented scale with one child already being pushed into seve…,['hunger'],Twitter for Android
1848,"Kampala, Uganda",2022-08-19 09:31:42+00:00,RT @namakulamayi: Join the conversation with @WorldVisionUg @HungerProject @Right2Grow &amp; other Partners  today as we mend preventive massiv…,,Twitter for Android
1849,Pearl of Africa to the 🌍,2022-08-19 09:31:41+00:00,"RT @YekoyadaUG: The Karamoja Hunger Criss and it's impact on Children.
Join the conversation.!
Famine has no place in the 21st century.!
@W…",,Twitter for Android
1850,Pearl of Africa to the 🌍,2022-08-19 09:31:28+00:00,"RT @LynnMubiru: Children are often hit disproportionately by #hunger and nutrition crises, both in the short and long term.
#WorldHumanitar…",['hunger'],Twitter for Android
1851,Pearl of Africa to the 🌍,2022-08-19 09:31:20+00:00,RT @LynnMubiru: The world is facing a #hunger and nutrition crisis of unprecedented scale with one child already being pushed into severe m…,['hunger'],Twitter for Android
1852,Pearl of Africa to the 🌍,2022-08-19 09:30:40+00:00,RT @namakulamayi: Join the conversation with @WorldVisionUg @HungerProject @Right2Grow &amp; other Partners  today as we mend preventive massiv…,,Twitter for Android
1853,,2022-08-19 09:29:53+00:00,RT @namakulamayi: Join the conversation with @WorldVisionUg @HungerProject @Right2Grow &amp; other Partners  today as we mend preventive massiv…,,Twitter for iPhone
1854,Pearl of Africa to the 🌍,2022-08-19 09:29:12+00:00,"Join the conversation with @WorldVisionUg @HungerProject @Right2Grow &amp; other Partners  today as we mend preventive massive loss of life &amp; protection of children from life-long lasting negative consequences of #Hunger

#WorldHumanitarianDay 
#Karamoja
#ItTakesAWorld https://t.co/0iORiv3sWj",,Twitter for Android
1855,,2022-08-19 09:22:18+00:00,"Children are often hit disproportionately by #hunger and nutrition crises, both in the short and long term.
#WorldHumanitarianDay 
#ItTakesAWorld #Karamoja https://t.co/W9F2z5bQRg",['hunger'],Twitter for iPhone
1856,,2022-08-19 09:20:48+00:00,"RT @namakulamayi: With how things are in Karamoja, our leaders need to thing about annual food reserves to cater for such atrocities like #…",,Twitter for iPhone
1857,,2022-08-19 09:20:33+00:00,"RT @YekoyadaUG: The Karamoja Hunger Criss and it's impact on Children.
Join the conversation.!
Famine has no place in the 21st century.!
@W…",,Twitter for iPhone
1858,,2022-08-19 09:19:16+00:00,"The world is facing a #hunger and nutrition crisis of unprecedented scale with one child already being pushed into severe malnutrition every minute.

Join in for a tweet chat at 12:30pm follow hashtags for more 
#ItTakesAWorld #Karamoja #Hunger https://t.co/33NAfYrt7s",['hunger'],Twitter for iPhone
1859,,2022-08-19 09:18:11+00:00,RT @nanyonjolynnet: The world is facing a #hunger and nutrition crisis of unprecedented scale with one child already being pushed into seve…,['hunger'],Twitter for iPhone
1860,,2022-08-19 09:08:39+00:00,PLEASE start reporting on the solution!! #SaveSoil is what is needed and we can change this around!! https://t.co/K0kdW73Isk is the answer to many current issues! #drought #HeatWaves #FloodWarning #hunger https://t.co/zzV4h0a6ln,['SaveSoil'],Twitter Web App
1861,"Kampala, Uganda",2022-08-19 09:07:57+00:00,"The Karamoja Hunger Criss and it's impact on Children.
Join the conversation.!
Famine has no place in the 21st century.!
@WorldVisionUg @OPMUganda 
@HungerProject @JO_ForcesAfrica  @JFUganda  @save_children 
#WorldHumanitarianDay #ItTakesAWorld   #Karamoja  #Hunger https://t.co/8ITuxSqeCA",,Twitter for Android
1862,"Kampala, Uganda",2022-08-19 09:05:41+00:00,"RT @YekoyadaUG: Many countries across the world are experiencing severe hunger and Uganda's Karamoja region is one of the most affected.
So…",,Twitter for Android
1863,Geneva,2022-08-19 09:04:56+00:00,"RT @theIPCinfo: Latest analysis in #Lesotho 🇱🇸: 

Excessive rains have curtailed crop production, along with price shocks and economic decl…",['Lesotho'],Twitter Web App
1864,"Rome, Italy",2022-08-19 09:03:33+00:00,"Latest analysis in #Lesotho 🇱🇸: 

Excessive rains have curtailed crop production, along with price shocks and economic decline are driving acute #foodinsecurity with nearly 229k people experiencing severe #hunger.

Full analysis➡️ https://t.co/CaL4MRKMCU https://t.co/9JUDogufRp",['Lesotho'],Twitter Web App
1865,"Kampala, Uganda",2022-08-19 09:02:57+00:00,"RT @YekoyadaUG: Many countries across the world are experiencing severe hunger and Uganda's Karamoja region is one of the most affected.
So…",,Twitter for iPhone
1866,"Kampala, Uganda",2022-08-19 08:59:28+00:00,"RT @namakulamayi: With how things are in Karamoja, our leaders need to thing about annual food reserves to cater for such atrocities like #…",,Twitter for Android
1867,,2022-08-19 08:52:42+00:00,"Correspondence:  Is food insecurity a consequence of policy decisions? Yes, in a way...
@DrAdamDrew @UW #foodsystems #nutrition #hunger #diet

https://t.co/p5DC9gx2I5",,Twitter Web App
1868,Pearl of Africa to the 🌍,2022-08-19 08:48:45+00:00,"With how things are in Karamoja, our leaders need to thing about annual food reserves to cater for such atrocities like #Hunger.

#ItTakesAWorld
#WorldHumanitarianDay 
@WorldVisionUg @OPMUganda @HungerProject @i_kagoya https://t.co/MPlJWNPwoM",,Twitter for Android
1869,Anhumas - SP - Brasil,2022-08-19 08:47:46+00:00,"RT @MillerMagazine: || The world continues to lose ground in its efforts to end hunger ||
.
Read More &gt;&gt;&gt; https://t.co/HjGPFSCkzL
.
#Hunger…",['Hunger'],Twitter Web App
1870,"Kampala, Uganda",2022-08-19 08:46:46+00:00,RT @nanyonjolynnet: The world is facing a #hunger and nutrition crisis of unprecedented scale with one child already being pushed into seve…,['hunger'],Twitter for Android
1871,"Hyderabad, INDIA.",2022-08-19 08:45:51+00:00,"#UrgentPlease:
Help to feed the #Poor, #homeless and orphan kids, your #contribution will relief kids from #hunger and save the lives, Please any help: https://t.co/QMmtk3M07v 🙏 https://t.co/kffeV84l78","['UrgentPlease', 'Poor', 'homeless', 'contribution', 'hunger']",Twitter Web App
1872,,2022-08-19 08:45:39+00:00,"The world is facing a #hunger and nutrition crisis of unprecedented scale with one child already being pushed into severe malnutrition every minute.  
@WorldVisionUg @OPMUganda @HungerProject
#WorldHumanitarianDay  #Karamoja #Hunger #ItTakesAWorld",['hunger'],Twitter for Android
1873,Pearl of Africa to the 🌍,2022-08-19 08:44:59+00:00,"RT @YekoyadaUG: Many countries across the world are experiencing severe hunger and Uganda's Karamoja region is one of the most affected.
So…",,Twitter for Android
1874,"Kampala, Uganda",2022-08-19 08:39:50+00:00,"RT @namakulamayi: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human rights.

#WorldHumanita…",,Twitter for Android
1875,"Kampala, Uganda",2022-08-19 08:38:55+00:00,"Many countries across the world are experiencing severe hunger and Uganda's Karamoja region is one of the most affected.
Something needs to be done to help our brothers &amp; sisters.
@WorldVisionUg @OPMUganda @HungerProject
#WorldHumanitarianDay  #Karamoja #Hunger #ItTakesAWorld",,Twitter for Android
1876,"Lake Worth, FL",2022-08-19 08:36:05+00:00,"RT @WFP_CERFAM: Food Security , #Peace and stability are interlinked. Without peace, we cannot end world hunger. Faced with the current foo…",['Peace'],Twitter Web App
1877,Pearl of Africa to the 🌍,2022-08-19 08:35:53+00:00,"RT @namakulamayi: Food security is not a privilege but a right enshrined in the 1948 Universal Declaration of Human rights.

#WorldHumanita…",,Twitter for Android
